monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,19/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,01/03/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,11/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,06/03/2023,Fluoride,0.37,mg/l,4,mg/l,0.37,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,07/03/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,09/02/2023,Fluoride,0.42,mg/l,4,mg/l,0.42,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,12/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,18/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-354052120562301,LAS TABLAS C NR LAKE NACIMIENTO CA,35.68117778,-120.9398556,01/03/2023,Fluoride,0.15,mg/l,4,mg/l,0.15,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,28/03/2023,Fluoride,0.29,mg/l,4,mg/l,0.29,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,27/02/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,11/01/2023,Fluoride,0.22,mg/l,4,mg/l,0.22,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,10/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,14/03/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,23/03/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Fluoride,0.11,mg/l,4,mg/l,0.11,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,18/01/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,25/01/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,22/03/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,09/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,12/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,28/02/2023,Fluoride,0.2,mg/l,4,mg/l,0.2,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,21/02/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,23/01/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,21/02/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,16/03/2023,Fluoride,0.17,mg/l,4,mg/l,0.17,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,16/03/2023,Fluoride,0.36,mg/l,4,mg/l,0.36,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Fluoride,0.09,mg/l,4,mg/l,0.09,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,25/01/2023,Fluoride,0.11,mg/l,4,mg/l,0.11,0,
USGS-10256000,WHITEWATER R A WHITE WATER CA,33.9466806,-116.6408473,20/03/2023,Fluoride,0.69,mg/l,4,mg/l,0.69,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,04/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,14/03/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,14/03/2023,Fluoride,0.21,mg/l,4,mg/l,0.21,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,15/02/2023,Fluoride,0.31,mg/l,4,mg/l,0.31,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,11/01/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-10256500,SNOW C NR WHITE WATER CA,33.8705722,-116.681127,20/03/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,12/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Fluoride,0.08,mg/l,4,mg/l,0.08,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,31/01/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,05/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,22/02/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,25/01/2023,Fluoride,0.21,mg/l,4,mg/l,0.21,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11147098,PASO ROBLES C A GARCIA RD NR TEMPLETON CA,35.52613889,-120.7138583,22/02/2023,Fluoride,0.22,mg/l,4,mg/l,0.22,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,23/05/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,27/04/2023,Fluoride,50,ug/L,4,mg/l,0.05,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,18/07/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,16/08/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,24/05/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,06/06/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,20/06/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,16/05/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,08/05/2023,Fluoride,0.005,mg/L,4,mg/l,0.005,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,21/03/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,14/12/2023,Fluoride,600,ug/L,4,mg/l,0.6,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,05/01/2023,Fluoride,0.161,mg/L,4,mg/l,0.161,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,16/08/2023,Fluoride,290,ug/L,4,mg/l,0.29,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,26/04/2023,Fluoride,200,ug/L,4,mg/l,0.2,0,
OVIWC-LP-SS-4,LP-SS-4 SAR Upstream,36.59682,-118.06322,07/06/2023,Fluoride,0.2,mg/L,4,mg/l,0.2,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/04/2023,Fluoride,0.2,mg/L,4,mg/l,0.2,0,
SYCEO_WQX-ZDC-3,Zanja de Cota Creek Mid-point,34.6066167,-120.0898667,05/01/2023,Fluoride,0.171,mg/L,4,mg/l,0.171,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Fluoride,0.111,mg/L,4,mg/l,0.111,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,11/10/2023,Fluoride,100,ug/L,4,mg/l,0.1,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Fluoride,0.0235,mg/L,4,mg/l,0.0235,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,05/12/2023,Fluoride,50,ug/L,4,mg/l,0.05,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,07/06/2023,Fluoride,0.05,mg/L,4,mg/l,0.05,0,
SYCEO_WQX-ZDC-8,Zanja de Cota Creek East Fork Upstream,34.60745,-120.0887167,05/01/2023,Fluoride,0.095,mg/L,4,mg/l,0.095,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,23/05/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-1F,Surface Water Site # 1F,33.717253,-116.194546,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
OVIWC-LP-SS-3,LP-SS-3 LA Aqueduct Diversion,36.60029,-118.07224,07/06/2023,Fluoride,0.5,mg/L,4,mg/l,0.5,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Fluoride,50,ug/L,4,mg/l,0.05,0,
GLEC-10065,Colorado River,34.71448,-114.47841,12/11/2023,Fluoride,0.34,mg/L,4,mg/l,0.34,0,
TEPA29-SW-5,Surface Water Site # 5,33.706659,-116.182842,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,05/01/2023,Fluoride,0.161,mg/L,4,mg/l,0.161,0,
SYCEO_WQX-ZDC-3,Zanja de Cota Creek Mid-point,34.6066167,-120.0898667,05/01/2023,Fluoride,0.171,mg/L,4,mg/l,0.171,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,20/06/2023,Fluoride,100,ug/L,4,mg/l,0.1,0,
TEPA29-SW-1F,Surface Water Site # 1F,33.717253,-116.194546,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Fluoride,0.0235,mg/L,4,mg/l,0.0235,0,
OVIWC-LP-SS-2,LP-SS-2 LPPSR Irrigation Intake,36.59634,-118.006635,07/06/2023,Fluoride,0.5,mg/L,4,mg/l,0.5,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,31/08/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-1F,Surface Water Site # 1F,33.717253,-116.194546,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Fluoride,0.0235,mg/L,4,mg/l,0.0235,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,20/03/2023,Fluoride,50,ug/L,4,mg/l,0.05,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,25/01/2023,Fluoride,50,ug/L,4,mg/l,0.05,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,15/05/2023,Fluoride,100,ug/L,4,mg/l,0.1,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,23/05/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,23/05/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Fluoride,0.111,mg/L,4,mg/l,0.111,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Fluoride,0.0235,mg/L,4,mg/l,0.0235,0,
CORTINARANCHERIA_WQX-SW-1,Channel 8a RPW,39.020433,-122.288217,16/08/2023,Fluoride,0.24,mg/L,4,mg/l,0.24,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Fluoride,300,ug/L,4,mg/l,0.3,0,
TEPA29-SW-5,Surface Water Site # 5,33.706659,-116.182842,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Fluoride,0.0235,mg/L,4,mg/l,0.0235,0,
TEPA29-SW-1F,Surface Water Site # 1F,33.717253,-116.194546,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,01/11/2023,Fluoride,600,ug/L,4,mg/l,0.6,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,14/03/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,13/02/2023,Fluoride,300,ug/L,4,mg/l,0.3,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,31/08/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Fluoride,200,ug/L,4,mg/l,0.2,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/07/2023,Fluoride,0.2,mg/L,4,mg/l,0.2,0,
TEPA29-SW-5,Surface Water Site # 5,33.706659,-116.182842,05/12/2023,Fluoride,0.25,mg/L,4,mg/l,0.25,0,
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/02/2023,Turbidity,1.01685,NTU,5,NTU,1.01685,0,TRUE
SOBOBA_WQX-PCC,Poppet Creek Crossing,33.474,-116.5305,28/03/2023,Turbidity,54.49,NTU,5,NTU,54.49,1,TRUE
HPUL1EPA_WQX-MC-01,Upper Middle Creek MC 1,39.207885,-122.92589,31/05/2023,Turbidity,1.6,NTU,5,NTU,1.6,0,TRUE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,04/10/2023,Turbidity,2.2,NTU,5,NTU,2.2,0,TRUE
TRINIDADRANCHERIAEPA-MH-2,Mckinleyville Housing -2,40.981199,-124.089999,12/12/2023,Turbidity,2.01,NTU,5,NTU,2.01,0,TRUE
BLR_WQX-MR3,Mad River at Hatchery Road bridge in Blue Lake,40.876211,-123.992275,06/01/2023,Turbidity,295.1,NTU,5,NTU,295.1,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,23/06/2023,Turbidity,0.6516327,NTU,5,NTU,0.6516327,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,29/09/2023,Turbidity,1.017699,NTU,5,NTU,1.017699,0,TRUE
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,27/01/2023,Turbidity,14.08,NTU,5,NTU,14.08,1,TRUE
HPUL1EPA_WQX-CC-02,Clover Creek CC 2,39.161777,-122.911785,15/03/2023,Turbidity,49.6,NTU,5,NTU,49.6,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/04/2023,Turbidity,14.863041,NTU,5,NTU,14.863041,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,21/03/2023,Turbidity,78.1627,NTU,5,NTU,78.1627,1,TRUE
RREPA_WQX-S-4,Unnamed Stream #1,41.5137,-124.0139,17/04/2023,Turbidity,96.14,NTU,5,NTU,96.14,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/05/2023,Turbidity,6.1,NTU,5,NTU,6.1,1,TRUE
TRINIDADRANCHERIAEPA-TH-6,Trinidad Housing-6,41.054279,-124.128448,20/06/2023,Turbidity,12,NTU,5,NTU,12,1,TRUE
HPUL1EPA_WQX-RS-01,Rodman Slough RS 1,39.118256,-122.886619,02/08/2023,Turbidity,4.3,NTU,5,NTU,4.3,0,TRUE
OVIWC-LP-SS-5,LP-SS-5 SAR Downstream,36.59391,-118.06009,27/07/2023,Turbidity,16.87,FNU,5,NTU,16.87,1,FALSE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/03/2023,Turbidity,23.05291,NTU,5,NTU,23.05291,1,TRUE
YUROKTEP_WQX-WE,Klamath River above Trinity River,41.1883,-123.7055,27/09/2023,Turbidity,9.96,FNU,5,NTU,9.96,1,FALSE
RREPA_WQX-R-2,Klamath River,41.31,-124.0166,22/05/2023,Turbidity,9.46,NTU,5,NTU,9.46,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-2,Bishop Creek - SW-2,37.374982,-118.4207,01/11/2023,Turbidity,61.552308,NTU,5,NTU,61.552308,1,TRUE
HPUL1EPA_WQX-LC-01,Lyons Creek LC 1,39.11045,-122.906509,14/06/2023,Turbidity,4.94,NTU,5,NTU,4.94,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/11/2023,Turbidity,0.9400132,NTU,5,NTU,0.9400132,0,TRUE
YUROKTEP_WQX-TC,Klamath River above Tully Creek,41.2266,-123.7719,23/08/2023,Turbidity,19.78,FNU,5,NTU,19.78,1,FALSE
SVR-eel1,eel river upstream from bridge,39.6262,-123.34431,29/06/2023,Turbidity,1.17,NTU,5,NTU,1.17,0,TRUE
BLR_WQX-MR4,Mad River at Fish hatchery,40.853614,-123.990383,10/04/2023,Turbidity,184,NTU,5,NTU,184,1,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,27/01/2023,Turbidity,7.579468,NTU,5,NTU,7.579468,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-4,Bishop Creek - SW-4,37.36408,-118.43129,01/06/2023,Turbidity,2.98,NTU,5,NTU,2.98,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,27/01/2023,Turbidity,4.130411,NTU,5,NTU,4.130411,0,TRUE
KARUKDNR_WQX-SH,Shasta River,41.823056,-122.594444,27/09/2023,Turbidity,0.88,FNU,5,NTU,0.88,0,FALSE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/06/2023,Turbidity,0.665335,NTU,5,NTU,0.665335,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,27/01/2023,Turbidity,4.130411,NTU,5,NTU,4.130411,0,TRUE
RREPA_WQX-S-4,Unnamed Stream #1,41.5137,-124.0139,22/05/2023,Turbidity,5.07,NTU,5,NTU,5.07,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/06/2023,Turbidity,0.7144357,NTU,5,NTU,0.7144357,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,23/05/2023,Turbidity,30.29063,NTU,5,NTU,30.29063,1,TRUE
HPUL1EPA_WQX-SC-01,Scotts Creek SC 1,39.159571,-122.921307,08/11/2023,Turbidity,20.7,NTU,5,NTU,20.7,1,TRUE
KARUKDNR_WQX-SC,Scott River,41.768333,-123.026111,27/09/2023,Turbidity,0.22,FNU,5,NTU,0.22,0,FALSE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,17/05/2023,Turbidity,5.7,NTU,5,NTU,5.7,1,TRUE
BLR_WQX-MR1,Mad River at HBMWD Pump Station,40.9048,-124.038764,04/05/2023,Turbidity,15.8,NTU,5,NTU,15.8,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,25/04/2023,Turbidity,1.226409,NTU,5,NTU,1.226409,0,TRUE
TRINIDADRANCHERIAEPA-WH-2,Westhaven Housing-2,41.054761,-124.125924,29/04/2023,Turbidity,4.76,NTU,5,NTU,4.76,0,TRUE
TRINIDADRANCHERIAEPA-TH-6,Trinidad Housing-6,41.054279,-124.128448,12/10/2023,Turbidity,3.92,NTU,5,NTU,3.92,0,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,21/02/2023,Turbidity,1.01685,NTU,5,NTU,1.01685,0,TRUE
TRINIDADRANCHERIAEPA-MH-3,Mckinleyville Housing -3,40.979328,-124.088358,20/06/2023,Turbidity,3,NTU,5,NTU,3,0,TRUE
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,25/09/2023,Turbidity,11.67,FNU,5,NTU,11.67,1,FALSE
TRINIDADRANCHERIAEPA-TH-1,Trinidad Housing-1,41.056369,-124.133541,28/03/2023,Turbidity,10,NTU,5,NTU,10,1,TRUE
HPUL1EPA_WQX-MC-03,Middle Creek MC 3,39.1825,-122.911906,22/11/2023,Turbidity,0.29,NTU,5,NTU,0.29,0,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,22/08/2023,Turbidity,6.858715,NTU,5,NTU,6.858715,1,TRUE
COYOTEVAL_WQX-WRUSS,West Fork Russian River,39.25466,-123.204443,22/08/2023,Turbidity,0.8962037,NTU,5,NTU,0.8962037,0,TRUE
COYOTEVAL_WQX-CABFOR,Cabinet Forsythe Creek,39.253515,-123.213413,27/01/2023,Turbidity,7.579468,NTU,5,NTU,7.579468,1,TRUE
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,12/04/2023,Turbidity,2.48,NTU,5,NTU,2.48,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM14,Olema Creek - Mainstem at Northernmost Five Brooks Bridge,37.99777222,-122.7550444,05/07/2023,Turbidity,0.48,NTU,5,NTU,0.48,0,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-1,Bishop Creek - SW-1,37.3681,-118.41505,01/03/2023,Turbidity,867.15,NTU,5,NTU,867.15,1,TRUE
COYOTEVAL_WQX-CASFOR,Casino Forsythe Creek,39.251156,-123.205334,23/05/2023,Turbidity,1.821614,NTU,5,NTU,1.821614,0,TRUE
11NPSWRD_WQX-SFAN_I&M_RDW2,Redwood Creek,37.86619444,-122.5783833,12/01/2023,Turbidity,81.6,NTU,5,NTU,81.6,1,TRUE
BISHOP_PAIUTE_TRIBE_WQX-SW-4,Bishop Creek - SW-4,37.36408,-118.43129,01/11/2023,Turbidity,1.18,NTU,5,NTU,1.18,0,TRUE
YUROKTEP_WQX-TR,Trinity River above Klamath River,41.1844,-123.7053,07/06/2023,Turbidity,2.43,NTU,5,NTU,2.43,0,TRUE
RREPA_WQX-S-3,Junior Creek,41.5118,-124.0195,18/10/2023,Turbidity,2.82,NTU,5,NTU,2.82,0,TRUE
YUROKTEP_WQX-TG,Klamath River at Turwar Gage,41.5161,-123.9992,06/12/2023,Turbidity,11.8,NTU,5,NTU,11.8,1,TRUE
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,19/04/2023,Turbidity,900,NTU,5,NTU,900,1,TRUE
HPUL1EPA_WQX-MC-01,Upper Middle Creek MC 1,39.207885,-122.92589,30/08/2023,Turbidity,0.83,NTU,5,NTU,0.83,0,TRUE
11NPSWRD_WQX-SFAN_I&M_OLM18,Olema Creek above Randall Gulch,37.97830556,-122.7356056,03/10/2023,Turbidity,1.95,NTU,5,NTU,1.95,0,TRUE
HPUL1EPA_WQX-CC-02,Clover Creek CC 2,39.161777,-122.911785,10/05/2023,Turbidity,1.14,NTU,5,NTU,1.14,0,TRUE
HPUL1EPA_WQX-LC-01,Lyons Creek LC 1,39.11045,-122.906509,28/11/2023,Turbidity,7.15,NTU,5,NTU,7.15,1,TRUE
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,30/05/2023,Turbidity,0.2,NTU,5,NTU,0.2,0,TRUE
